NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,Predicted_JENIS,Precision_Product,Precision_Service
Biaya pengangkutan CPO dengan TB Pulau Gelang  Tkg Alfa Sarana dari Jambi ke Lubuk Gaung,BIAYA PENGANGKUTAN CPO DENGAN TB PULAU GELANG  TKG ALFA SARANA DARI JAMBI KE LUBUK GAUNG,3000119.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,3002992.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,3006810.0,service,-,1.0
RBD PALM OLEIN,RBD PALM OLEIN,3013724.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,3232230.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,3300097.0,product,0.9872340425531915,-
Uang muka 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Arapaima Laut  TK SM Independence 204 sebanyak  ,UANG MUKA 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE BELAWAN VIA TB ARAPAIMA LAUT  TK SM INDEPENDENCE 204 SEBANYAK,3500182.0,service,-,1.0
Freight angkutan CPO dari Pangkal Balam ke Lampung Ex TB Mitra 210  TK Sejahtera D28,FREIGHT ANGKUTAN CPO DARI PANGKAL BALAM KE LAMPUNG EX TB MITRA 210  TK SEJAHTERA D28,3501074.0,service,-,1.0
JASA POMPA DESEMBER 2021 EX TK BUMI SAWIT DUA,JASA POMPA DESEMBER 2021 EX TK BUMI SAWIT DUA,3506588.0,service,-,1.0
Pembayaran 100  Freight CPO dari Palembang ke Lampung via TK SKU II dan TB Global Mandiri XI,PEMBAYARAN 100  FREIGHT CPO DARI PALEMBANG KE LAMPUNG VIA TK SKU II DAN TB GLOBAL MANDIRI XI,3509406.0,service,-,1.0
Freight angkutan CPO dari Palembang ke Lampung Ex TB Mitra 219  TK Sejahtera D12,FREIGHT ANGKUTAN CPO DARI PALEMBANG KE LAMPUNG EX TB MITRA 219  TK SEJAHTERA D12,3513550.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,3983644.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,3986209.0,product,0.9872340425531915,-
Pembayaran 100  Freight CPO dari Pangkal Balam ke Lampung via TK SKU II dan TB Global Mandiri XI,PEMBAYARAN 100  FREIGHT CPO DARI PANGKAL BALAM KE LAMPUNG VIA TK SKU II DAN TB GLOBAL MANDIRI XI,3999108.0,service,-,1.0
Tuslaag CPO,TUSLAAG CPO,4027210.0,service,-,1.0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Tarahan Lampung via TB Bintang Laut  TK SM Mandiri 104 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE TARAHAN LAMPUNG VIA TB BINTANG LAUT  TK SM MANDIRI 104 SEBANYAK,4200303.0,service,-,1.0
Pelunasan 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Jangilus Laut  TK SM Masterpiece 318 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB JANGILUS LAUT  TK SM MASTERPIECE 318 SEBANYAK,4500641.0,service,-,1.0
Pembayaran 100 Jasa Angkutan CPO dari Bagendang ke Lampung via TBDuta Kapuas 19  TKKapuas 265  ,PEMBAYARAN 100 JASA ANGKUTAN CPO DARI BAGENDANG KE LAMPUNG VIA TB DUTA KAPUAS 19  TK KAPUAS 265,4500865.0,service,-,1.0
Pelunasan 50 angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI TANJUNG BATU BELITUNG KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,4502618.0,service,-,1.0
Pembayaran 100 Jasa Angkutan CPO dari Bumiharjo ke Lampung via TBDuta Kapuas 18  TKKapuas 276  ,PEMBAYARAN 100 JASA ANGKUTAN CPO DARI BUMIHARJO KE LAMPUNG VIA TB DUTA KAPUAS 18  TK KAPUAS 276,4502922.0,service,-,1.0
Biaya Pengangkutan CPO dengan TB Pulau Gelang Tkg Alfa Kharisma dari DPA  Dumai  ke Kabil  Batam ,BIAYA PENGANGKUTAN CPO DENGAN TB PULAU GELANG TKG ALFA KHARISMA DARI DPA  DUMAI  KE KABIL  BATAM,4503749.0,service,-,1.0
Pelunasan 50 angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Arapaima Laut  TK SM Independence 204 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI TANJUNG BATU BELITUNG KE TARAHAN LAMPUNG VIA TB ARAPAIMA LAUT  TK SM INDEPENDENCE 204 SEBANYAK,4692436.0,service,-,1.0
CPO HS CODE 15111000,CPO HS CODE 1511 10 00,4899955.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,4907300.0,product,0.9872340425531915,-
Pelunasan 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,5000082.0,service,-,1.0
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak  ,UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB PATIN LAUT  TK SM INDRAGIRI 338 SEBANYAK,5000082.0,service,-,1.0
CRUDE PALM OIL 100,CRUDE PALM OIL 100,5001746.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,5001920.0,product,0.9872340425531915,-
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak ,UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB ZUNGARO LAUT  TK SM MAJESTY 218 SEBANYAK,5002097.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,5002250.0,product,0.9872340425531915,-
SEWA TANGKI TIMBUN CPO,SEWA TANGKI TIMBUN CPO,5123326.0,service,-,1.0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Lubuk Gaung Dumai via TB Arapaima Laut  TK SM Independence 204 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE LUBUK GAUNG DUMAI VIA TB ARAPAIMA LAUT  TK SM INDEPENDENCE 204 SEBANYAK,5523870.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,7500000.0,product,0.9872340425531915,-
