NAMA_BARANG,JML_BARANG
Palm Kernel,305200.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C026,305270.0
Ongkos Angkut TBS DIV 1,305360.0
Crude Palm Oil,305460.0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 026ANJTNCPO0421 Tanggal 26 April 2021,305490.0
CRUDE PALM OIL,305965.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT,306020.0
PALM KERNEL,306640.0
CRUDE PALM OIL,308160.0
CRUDE PALM OIL,308390.0
Ongkos Angkut TBS DIV 5,309520.0
CRUDE PALM OIL,309790.0
Ongkos Angkut CPO,310610.0
CRUDE PALM OIL,316220.0
Ongkos Angkut TBS DIV 3,317860.0
Ongkos Angkut TBS Div 5,318870.0
PALM KERNEL,319280.0
CRUDE PALM OIL,320000.0
Palm Kernel,320000.0
UANG MUKA CRUDE PALM OIL CPO SESUAI KONTRAK NO SO00821021307202122152 DAN INVOICE NO IDP00811021307202122137 ,320000.0
Ongkos Angkut CPO,323910.0
TBS Periode 09 sd 11 Juli 2021,324945.5938
PALM KERNEL,326830.0
Ongkos Angkut CPO,329580.0
Ongkos Angkut CPO,330760.0
Ongkos Angkut CPO,331700.0
Ongkos Angkut TBS DIV 5,333820.0
TBS PERIODE 10 FEBRUARI 2021,335999.5938
TBS PERIODE 11 MARET 2021,336028.5938
Claim Mutu Premium CPO,337470.0
Crude Palm Oil,338030.0
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARAIPERSADA KE BULKING RENGAT,342440.0
UANG MUKA ATAS CPO,343000.0
Ongkos Angkut CPO,344260.0
Ongkos Angkut CPO,344990.0
CRUDE PALM OIL,346070.0
Ongkos Angkut CPO,346150.0
CRUDE PALM OIL,346520.0
Crude Palm Oil,346700.0
CRUDE PALM OIL,346780.0
Crude Palm Oil,346850.0
Ongkos Angkut TBS DIV 3,347710.0
Ongkos Angkut TBS DIV 1,347880.0
Ongkos Angkut CPO,347930.0
Crude Palm Oil,348250.0
Crude Palm Oil,348910.0
CRUDE PALM OIL,349800.0
Ongkos Angkut CPO,349860.0
CPOCRUDE PALM OIL,350000.0
MINYAK KELAPA SAWIT,350000.0
CRUDE PALM OIL,350100.0
Ongkos Angkut CPO,350190.0
CRUDE PALM OIL,350220.0
PALM KERNEL,350250.0
Ongkos Angkut CPO,350490.0
Transport CPO Via Sungai	 DO 1454CPO145421T172	 ,350640.0
PALM KERNEL,358935.0
Panjar Penjualan CPO,360000.0
Ongkos Angkut CPO,363330.0
Ongkos Angkut CPO,364090.0
Ongkos Angkut CPO,365050.0
Ongkos Angkut TBS DIV 1,365830.0
Ongkos Angkut TBS DIV 1,369580.0
Ongkos Angkut CPO,369670.0
Ongkos Angkut TBS DIV 3,373350.0
CRUDE PALM OIL,373970.0
Palm Kernel,375000.0
PALM KERNEL,375030.0
CRUDE PALM OIL,375410.0
Ongkos Angkut TBS DIV 2,377980.0
Ongkos Angkut TBS DIV 2,383440.0
Palm Kernel,385985.0
TBS PERIODE 21 APRIL 2021,387781.0938
Crude Palm Oil,389680.0
CRUDE PALM OIL,393260.0
Ongkos Angkut CPO,393320.0
Crude Palm Oil,394360.0
Crude Palm Oil,397150.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C024,398010.0
Crude Palm Oil CPO HS Code  15111000,398313.0
Ongkos Angkut TBS DIV 4,398330.0
Ongkos Angkut CPO,398410.0
Ongkos Angkut CPO,398440.0
Crude Palm Oil,398640.0
Crude Palm Oil,398710.0
CRUDE PALM OIL,399140.0
Ongkos Angkut CPO,399250.0
Crude Palm Oil CPO,399430.0
CRUDE PALM OIL,399510.0
FFA Premium 2250CPO225021C046,399930.0
Crude Palm Oil ,399980.0
CPO,400000.0
Crude Palm Oil,400000.0
PALM KERNEL RSPO MB,400000.0
Palm Kernel,400000.0
Palm Kernel Oil,400000.0
Uang Muka CPO 80,400000.0
Uang Muka CPO 90 atas SPJB No  099MMALCBUCPOXI2021,400000.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C058,400070.0
Penyesuaian Ongkos Angkut CPO,400580.0
CRUDE PALM OIL,400710.0
PALM KERNEL,401457.0
CRUDE PALM OIL,401901.0
CRUDE PALM OIL,402050.0
Crude Palm Oil,402110.0
Palm Kernel Oil,402650.0
PALM KERNEL,403620.0
Crude Palm Oil,403980.0
Crude Palm Oil,404310.0
Crude Palm Oil,405540.0
Ongkos Angkut CPO,406720.0
Ongkos Angkut TBS Div 1,407660.0
CRUDE PALM OIL,410000.0
PALM KERNEL,414439.0
Claim Mutu Premium CPO,414440.0
Ongkos Angkut CPO,419050.0
Ongkos Angkut TBS DIV 5,419790.0
Crude Palm Oil,441052.0
Ongkos Angkut TBS Div 4,442560.0
CRUDE PALM OIL,444950.0
CRUDE PALM OIL,445180.0
Penyesuaian Ongkos Angkut CPO,445350.0
Ongkos Angkut TBS DIV 4,445970.0
Down Payment 90  atas penjualan Crude Palm Oil CPO dari total kontrak 500000 Kg,450000.0
PENJUALAN CPO 112CPOKSPTNIX2021,450000.0
Transport CPO Via Sungai	 DO 1454CPO145421T007	 ,450600.0
Ongkos Angkut CPO,451870.0
CRUDE PALM OIL,454410.0
Ongkos Angkut CPO,455370.0
TBS PERIODE 1415 APRIL 2021,456533.5938
CRUDE PALM OIL,460000.0
TBS PERIODE 12 MARET 2021,465476.0938
Ongkos Angkut TBS Div 3,470870.0
CRUDE PALM OIL,471030.0
PALM KERNEL,475000.0
CRUDE PALM OIL,479610.0
CRUDE PALM OIL,480160.0
Palm Kernel Oil,483170.0
Ongkos Angkut CPO,489550.0
UANG MUKA ATAS CPO,490000.0
JASA ANGKUT CPO DARI PABRIK BUMIPALMA LESTARIPERSADA KE BULKING RENGAT,491230.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,492240.0
Ongkos Angkut CPO,492460.0
CRUDE PALM OIL,492870.0
Ongkos Angkut CPO,493100.0
Ongkos Angkut TBS DIV 2,493270.0
Ongkos Angkut CPO,494870.0
Crude Palm Oil,495760.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C041,496270.0
Crude Palm Oil,496734.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C033,496790.0
CRUDE PALM OIL,496930.0
CRUDE PALM OIL,497080.0
Crude Palm Oil,497670.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C041,497970.0
Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO047IV2021  PO 9100075433,498170.0
Crude Palm Oil,498220.0
Crude Palm Oil,498260.0
Penyesuaian Ongkos Angkut CPO,498290.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C014,498520.0
Crude Palm Oil,498820.0
Crude Palm Oil,498900.0
Crude Palm Oil,498990.0
Crude Palm Oil,499030.0
CRUDE PALM OIL,499090.0
Crude Palm Oil,499100.0
PALM KERNEL,499116.0
Crude Palm Oil,499140.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2451CPO285021C010,499410.0
CRUDE PALM OIL,499500.0
Crude Palm Oil,499500.0
Crude Palm Oil,499580.0
PALM KERNEL,499591.0
Palm Kernel,499680.0
PALM KERNEL,499747.0
Pelunasan CPO Crude Palm Oil Kontrak No 0054SMKTNGCPOII2021,499760.0
Crude Palm Oil,499970.0
Crude Palm Oil,499986.0
ANGKUTAN CRUDE PALM OIL  CPO ,500000.0
CPO,500000.0
Crude Palm Oil CPO,500000.0
PALM KERNEL OIL MINYAK INTI SAWIT,500000.0
Pelunasan 20 atas SPJB No  048MMALCBUCPOXII2020,500000.0
Pelunasan CPO 10 atas SPJB No  085MMALCBUCPOX2021,500000.0
Penjualan CPO Sesuai NoKontrak  11GLPCPOII2021 KPPO  9100073151 Qty  500 Ton,500000.0
Uang Muka CPO 90 atas SPJB No  046MMALCBUCPOV2021,500000.0
Uang Muka CPO 90 atas SPJB No  069MMALCBUCPOVIII2021,500000.0
Uang Muka Crude Palm Oil CPO Kontrak No 0054SMKTNGCPOII2021,500000.0
Crude Palm Oil,500030.0
Palm Kernel,500050.0
ONGKOS ANGKUTAN LAUT KAPAL KM SUMBER REJEKI 88 MUAT INTI SAWIT DARI KETAPANG KE LAMPUNG,500200.0
Crude Palm Oil,500420.0
Biaya Angkut CPO,500459.0
Ongkos Angkut CPO,500730.0
PALM KERNEL,500758.0
PALM KERNEL,500902.0
PALM KERNEL,500928.0
PELUNASAN PALM KERNEL,501210.0
Crude Palm Oil,501216.0
Crude Palm Oil,501850.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,502280.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C046,502720.0
CRUDE PALM OIL,503060.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C043,503240.0
Palm Kernel Oil,503860.0
Palm Kernel Oil,505200.0
Ongkos Angkut TBS Div 4,505700.0
Pelunasan 20 Crude Palm Oil Kontrak No PAJTNCPO005I2021  PO 9100071922,508920.0
Ongkos Angkut TBS Div 3,516090.0
Ongkos Angkut CPO,516870.0
PALM KERNEL,519120.0
Ongkos Angkut CPO,519360.0
CRUDE PALM OIL,520000.0
Ongkos Angkut TBS DIV 1,539030.0
Ongkos Angkut TBS Div 1,542380.0
CRUDE PALM OIL,550000.0
Ongkos Angkut TBS Div 4,551650.0
Ongkos Angkut TBS DIV 5,557870.0
CRUDE PALM OIL,560000.0
Ongkos Angkut TBS DIV 3,561670.0
TBS PERIODE 15 OKTOBER 2021,563293.0
Ongkos Angkut TBS DIV 1,569850.0
Ongkos Angkut TBS DIV 4,573000.0
TBS PERIODE 22 DESEMBER 2021,573593.625
CRUDE PALM OIL,580000.0
Ongkos Angkut TBS Div 2,593150.0
Crude Palm Oil,595980.0
Tuslaag CPO,596330.0
Ongkos Angkut CPO,597060.0
Crude Palm Oil,597260.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C007,598160.0
Crude Palm Oil,598170.0
CRUDE PALM OIL,599110.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,599150.0
PALM KERNEL,599170.0
CRUDE PALM OIL,599240.0
Ongkos Angkut CPO,599620.0
CRUDE PALM OIL  012RSILCPOIII2021,600000.0
JASA ANGKUT CPO,600000.0
PALM KERNEL RSPOMB,600000.0
Pelunasan CPO 10 atas SPJB No  078MMALCBUCPOIX2021,600000.0
Uang Muka CPO 90 atas SPJB No  074MMALCBUCPOVIII2021,600000.0
Uang Muka CPO 90 atas SPJB No  076MMALCBUCPOIX2021,600000.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,600690.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,601520.0
Biaya Angkut CPO dari Pulang Pisau tujuan Kumai dengan TB Senggora Escort TK Senggora Crystal,604022.0
Crude Palm Oil,606659.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C019,609340.0
CRUDE PALM OIL,610000.0
Crude Palm Oil,611910.0
Ongkos Angkut CPO,618180.0
Ongkos Angkut TBS DIV 3,639650.0
Crude Palm Oil,646260.0
PALM KERNEL,650000.0
CRUDE PALM OIL,650250.0
Crude Palm Oil,650530.0
Freight Palm Kernel Inti Sawit Dari Ketapang Ke Lampung Via KM Mellisa Sebanyak,650640.0
Ongkos Angkut TBS Div 2,664330.0
Ongkos Angkut TBS Div 4,670490.0
Ongkos Angkut TBS Div 3,679270.0
TBS PERIODE 21 DESEMBER 2021,686895.1875
Ongkos Angkut TBS DIV 5,688070.0
Ongkos Angkut TBS Div 1,688990.0
Ongkos Angkut TBS Div 4,692550.0
Ongkos Angkut TBS Div 4,695950.0
Ongkos Angkut TBS Div 4,698410.0
CRUDE PALM OIL,700153.0
 FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB MITRA KENCANA IV  TK SUMBER KENCANA VI      PO NO  91000 78170  ,700509.0
Ongkos Angkut TBS DIV 4,701600.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,708200.0
CRUDE PALM OIL,708250.0
Claim Mutu Premium CPO,723690.0
Tuslaag  No Kontrak  1451  CPO  1451  21  T020,742010.0
Crude Palm Oil,747430.0
Crude Palm Oil,747880.0
Crude Palm Oil,749200.0
Crude Palm Oil,749360.0
Penyesuaian Ongkos Angkut CPO,749650.0
CRUDE PALM OIL,749950.0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Jangilus LautTK SM Masterpiece 318 sebanyak ,750000.0
Penyesuaian Ongkos Angkut CPO,752150.0
Crude Palm Oil,754870.0
Ongkos Angkut TBS DIV 4,755380.0
TBS PERIODE 10  MEI 2021,780768.375
Ongkos Angkut TBS DIV 3,793970.0
PALM KERNEL,797310.0
FFA Premium 2250CPO225021C050,797930.0
Ongkos Angkut TBS DIV 3,798470.0
Ongkos Angkut CPO,798790.0
Crude Palm Oil CPO HS Code  15111000,799002.0
Jasa Angkut CPO No Kontrak  1451  CPO  1451  21  T016,799220.0
Ongkos Angkut TBS DIV 2,799670.0
Ongkos Angkut CPO,799930.0
Crude Palm Oil,800000.0
Crude Palm Oil,800630.0
Crude Palm Oil,801072.0
CRUDE PALM OIL,801264.0
CRUDE PALM OIL,805580.0
ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARANSAMARINDA KE LAMPUNG,806700.0
Ongkos Angkut TBS DIV 4,807680.0
Penyesuaian Ongkos Angkut CPO,811340.0
CRUDE PALM OIL,812070.0
BIAYA PENGOLAHAN PALM PRODUCT,816666.0
TBS PERIODE 2627 APRIL 2021,846081.625
Ongkos Angkut TBS DIV 4,849740.0
Crude Palm Oil,850000.0
Ongkos Angkut TBS DIV 2,883260.0
Tuslaag TBS Div 3,889160.0
Ongkos Angkut TBS Div 2,890320.0
Crude Palm Oil,898610.0
TBS PERIODE 25 OKTOBER 2021,902403.875
Ongkos Angkut CPO,905700.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,914300.0
TBS PERIODE 0809 FEBRUARI 2021,928205.625
Ongkos Angkut TBS Div 6,938320.0
Ongkos Angkut CPO DO Nomor  1451CPO145121T018,945160.0
MINYAK KELAPA SAWIT HS CODE  15111000,960000.0
CRUDE PALM OIL,975560.0
Ongkos Angkut TBS Div 3,977940.0
Local Sales Crude Palm Oil Curah ,987470.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C094,988210.0
Tuslaag TBS Div 3,989690.0
Ongkos Angkut CPO,995910.0
Ongkos Angkut CPO,996620.0
Ongkos Angkut TBS Div 3,997150.0
CRUDE PALM OIL  MINYAK SAWIT ,997171.0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C095,998670.0
CPO MINYAK SAWIT,1000000.0
CRUDE PALM OIL  028RSILCPOXI2021,1000000.0
CRUDE PALM OIL  046LSMLCPOVI2021,1000000.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056SCHOJKTRWKMIV2021,1000000.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0057SCHOJKTRWKMIV2021,1000000.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0118SCHOJKTRWKMVIII2021,1000000.0
Pembayaran CPO Atas Kontrak Jual Beli No  034SMLCBUCPOX2021,1000000.0
Ongkos Angkut CPO,1001020.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0063SCHOJKTRWKMV2021 PERIODE  0104 Juli 2021,1001382.0
RBD PALM KERNEL STEARINE MB,1003253.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056SCHOJKTRWKMIV2021 PERIODE  2125 Mei 2021,1003653.0
CRUDE PALM OIL,1006610.0
Crude Palm Oil,1006820.0
Tuslaag CPO,1007710.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,1010370.0
Ongkos Angkut TBS Div 1,1014540.0
CRUDE PALM OIL,1016070.0
Ongkos Angkut TBS DIV 4,1016160.0
Crude Palm Oil,1016340.0
Tuslaag TBS Div 1,1025830.0
Ongkos Angkut TBS Div 2,1042570.0
ONGKOS ANGKUTAN LAUT KAPAL KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG,1061820.0
Ongkos Angkut TBS Div 6,1062450.0
TBS PERIODE 24 MEI 2021,1073138.125
TBS PERIODE 2425 JULI 2021,1075269.25
Ongkos Angkut TBS DIV 6,1082240.0
Ongkos Angkut TBS DIV 1,1092670.0
Crude Palm Oil,1100000.0
Crude Palm Oil CPO HS Code  15111000,1100000.0
CRUDE PALM OIL,1100244.0
ONGKOS ANGKUT CPO DONOMOR  1451CPO145121T030,1103040.0
Ongkos Angkut TBS Div 4,1103310.0
Ongkos Angkut TBS DIV 4,1108430.0
Ongkos Angkut TBS DIV 1,1108480.0
Ongkos Angkut TBS DIV 5,1109120.0
CRUDE PALM OIL,1111090.0
Ongkos Angkut TBS DIV 6,1116710.0
Tuslaag TBS Div 3,1134990.0
Ongkos Angkut TBS Div 5,1136430.0
BIAYA PENGOLAHAN PALM PRODUCT,1158338.0
Crude Palm Oil,1173940.0
Ongkos Angkut TBS Div 3,1174660.0
Crude Palm Oil CPO,1200000.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0065SCHOJKTRWKMV2021 PERIODE  0104 Juli 2021,1200147.0
Crude Palm Oil CPO HS Code  15111000,1200644.0
Ongkos Angkut TBS DIV 7,1211930.0
Ongkos Angkut TBS Div 1,1220790.0
Ongkos Angkut TBS Div 2,1232810.0
CRUDE PALM OIL,1257680.0
85 Uang Muka  Crude Palm Oil                                                                       Contract No GSBLCPO00821,1275000.0
85 Uang Muka  Crude Palm Oil                                                                      Contract No GSBLCPO01021,1275000.0
CRUDE PALM OIL,1279890.0
Ongkos Angkut TBS Div 4,1288330.0
Ongkos Angkut TBS Div 4,1293320.0
BIAYA PENGOLAHAN PALM PRODUCT,1300670.0
Crude Palm Oil,1302233.0
Crude Palm Oil,1315220.0
CRUDE PALM OIL,1343410.0
Ongkos Angkut TBS Div 3,1354120.0
CRUDE PALM OIL,1366320.0
Ongkos Angkut TBS Div 4,1389510.0
Ongkos Angkut TBS Div 1,1390520.0
CRUDE PALM OIL,1391436.0
Ongkos Angkut TBS Div 4,1419620.0
TBS PERIODE 2930 MARET 2021,1441615.5
Crude Palm Oil,1450000.0
CRUDE PALM OIL,1487774.0
Ongkos Angkut TBS Div 3,1489900.0
Uang Muka CPO Atas Kontrak Jual Beli No  044SMLCBUCPOXI2021,1500000.0
Uang Muka CPO Atas Kontrak Jual Beli No008SMLCBUCPOII2021,1500000.0
Uang Muka CPO atas Kontrak Jual Beli No  041SMLCBUCPOXI2021,1500000.0
PENGANGKUTAN CPO DENGAN TB MITRA KENCANA XIV DAN BG SUMBER KENCANA XII DARI JAMBI KE BELAWAN,1500173.0
Ongkos Angkut CPO,1505640.0
TBS JULI 2021,1507784.0
Ongkos Angkut TBS Div 5,1529860.0
Ongkos Angkut TBS DIV 1,1546060.0
Ongkos Angkut TBS Div 5,1561020.0
Ongkos Angkut TBS Div 1,1563040.0
Ongkos Angkut TBS Div 3,1576340.0
ONGKOS ANGKUTAN LAUT KAPAL KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG,1600000.0
TBS PERIODE 0203 AGUSTUS 2021,1615153.5
Ongkos Angkut TBS Div 1,1623480.0
CRUDE PALM OIL,1643568.0
TBS PERIODE 3031 OKTOBER 2021,1699498.75
ONGKOS ANGKUTAN LAUT KAPAL KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI,1700000.0
Crude Palm Oil,1700205.0
PALM KERNEL,1702350.0
Crude Palm Oil,1711473.0
Tuslaag TBS Div 3,1712320.0
TBS NOVEMBER 2021,1723124.0
Crude Palm Oil,1749822.0
CRUDE PALM KERNEL OIL,1749948.0
CRUDE PALM OIL,1800000.0
CRUDE PALM OIL,1800160.0
Crude Palm Oil,1901557.0
Crude Palm Oil,1967620.0
Claim Mutu Premium CPO,1968990.0
CRUDE PALM OIL,1984337.0
Crude Palm Oil,1994227.0
CPO,1999761.0
CRUDE PALM OIL CPO HS CODE15111000,2000000.0
MINYAK KELAPA SAWIT,2000000.0
PALM KERNEL EXPELLER,2000000.0
Pembayaran CPO Atas Kontrak Jual Beli No  028SMLCBUCPOVIII2021,2000000.0
Uang Muka CPO Atas Kontrak Jual Beli No  029SMLCBUCPOVIII2021,2000000.0
Biaya pengangkutan CPO dengan TB Sungai Raya  Tkg Alfa Sarana dari Jambi ke Lubuk Gaung,2000004.0
Crude Palm Oil,2000006.0
RBD PALM KERNEL STEARINE MB,2000570.0
Ongkos Angkut CPO,2001760.0
Tuslaag  No Kontrak  1451  CPO  1451  21  T033,2003180.0
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak ,2004058.0
PALM KERNEL,2013410.0
PALM KERNEL,2014100.0
CRUDE PALM OIL CPO,2049382.0
PALM KERNEL,2055910.0
MINYAK KELAPA SAWIT HS CODE  15111000,2080000.0
Crude Palm Oil,2100000.0
CRUDE PALM OIL,2200000.0
CRUDE PALM OIL,2350000.0
MINYAK KELAPA SAWIT HS CODE  15111000,2400664.0
Crude Palm Oil CPO HS Code  15111000 ,2450000.0
CPO HS CODE 15111000,2499694.0
CPO HS CODE 15111000,2499804.0
CRUDE PALM OIL CPO HS CODE 15111000,2500000.0
Local Sales Crude Palm Oil Curah,2500000.0
CRUDE PALM OIL,2500416.0
MINYAK KELAPA SAWIT HS CODE  15111000,2500670.0
Crude Palm Oil,2500787.0
CRUDE PALM OIL CPO HS Code  15111000,2501076.0
CRUDE PALM OIL,2501408.0
CRUDE PALM OIL  MINYAK SAWIT ,2502984.0
CRUDE PALM OIL,2550000.0
Crude Palm Oil,2803800.0
CRUDE PALM OIL,2980247.0
CRUDE PALM OIL CURAH MB RSPO CERTIFIED  CERTIFICATE CODE  MUTU  RSPO102 HS CODE  15111000,3000000.0
Pelunasan 50 Jasa Angkutan CPO Dari Ketapang Ke Lampung Via TK Daya Utama 03 Sebanyak,3000000.0
Biaya pengangkutan CPO dengan TB Pulau Gelang  Tkg Alfa Sarana dari Jambi ke Lubuk Gaung,3000119.0
CRUDE PALM OIL,3002992.0
Ongkos Angkut CPO,3006810.0
RBD PALM OLEIN,3013724.0
CRUDE PALM OIL,3232230.0
CRUDE PALM OIL,3300097.0
Uang muka 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Arapaima Laut  TK SM Independence 204 sebanyak  ,3500182.0
Freight angkutan CPO dari Pangkal Balam ke Lampung Ex TB Mitra 210  TK Sejahtera D28,3501074.0
JASA POMPA DESEMBER 2021 EX TK BUMI SAWIT DUA,3506588.0
Pembayaran 100  Freight CPO dari Palembang ke Lampung via TK SKU II dan TB Global Mandiri XI,3509406.0
Freight angkutan CPO dari Palembang ke Lampung Ex TB Mitra 219  TK Sejahtera D12,3513550.0
CRUDE PALM OIL,3983644.0
CRUDE PALM OIL,3986209.0
Pembayaran 100  Freight CPO dari Pangkal Balam ke Lampung via TK SKU II dan TB Global Mandiri XI,3999108.0
Tuslaag CPO,4027210.0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Tarahan Lampung via TB Bintang Laut  TK SM Mandiri 104 sebanyak ,4200303.0
Pelunasan 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Jangilus Laut  TK SM Masterpiece 318 sebanyak ,4500641.0
Pembayaran 100 Jasa Angkutan CPO dari Bagendang ke Lampung via TBDuta Kapuas 19  TKKapuas 265  ,4500865.0
Pelunasan 50 angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak ,4502618.0
Pembayaran 100 Jasa Angkutan CPO dari Bumiharjo ke Lampung via TBDuta Kapuas 18  TKKapuas 276  ,4502922.0
Biaya Pengangkutan CPO dengan TB Pulau Gelang Tkg Alfa Kharisma dari DPA  Dumai  ke Kabil  Batam ,4503749.0
Pelunasan 50 angkutan CPO dari Tanjung Batu Belitung ke Tarahan Lampung via TB Arapaima Laut  TK SM Independence 204 sebanyak ,4692436.0
CPO HS CODE 15111000,4899955.0
CRUDE PALM OIL,4907300.0
Pelunasan 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak ,5000082.0
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Patin Laut  TK SM Indragiri 338 sebanyak  ,5000082.0
CRUDE PALM OIL 100,5001746.0
Crude Palm Oil,5001920.0
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak ,5002097.0
CRUDE PALM OIL,5002250.0
SEWA TANGKI TIMBUN CPO,5123326.0
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Lubuk Gaung Dumai via TB Arapaima Laut  TK SM Independence 204 sebanyak ,5523870.0
CRUDE PALM OIL,7500000.0
